epoch,train_loss,val_loss,val_score
1,0.25560071615844354,0.28275902807712555,0.6562552883984433
2,0.23923697497467605,0.26805284202098845,0.7282929682674771
3,0.21423062758178127,0.26341133177280424,0.6976267443951222
4,0.19044501566309102,0.2818580949306488,0.7268122771365496
5,0.17293464168145947,0.3436819440126419,0.7035516091045815
6,0.15151035090034104,0.380878204703331,0.7071020157762836
7,0.13797846250236034,0.595144824385643,0.6997077485212907
8,0.1191637729845789,0.6594526797533036,0.7127517953529083
9,0.10856546429270993,0.7313164961338043,0.6991215634889163
10,0.09760126319466805,1.046941981315613,0.6865101576576728
11,0.08644277037938639,1.257232253551483,0.6843289852843119
12,0.07911880124284297,1.376702332496643,0.6791661519225901
13,0.07153329346328974,1.5917222833633422,0.6774472926301915
14,0.06449691411487911,1.7863767886161803,0.6710704298728184
15,0.059367126614159466,1.9075547182559967,0.6708503776892275
16,0.05433501895251019,2.0521667313575747,0.6716758120197336
17,0.05068438980082164,2.230432093143463,0.6663075679789658
18,0.04694652674263533,2.3873843860626223,0.6689732406618316
19,0.04358927715493708,2.610687770843506,0.6592999289606789
20,0.039864646822062075,2.694248261451721,0.6652826851075427
21,0.03771142722392569,2.6960340929031372,0.6603372888864629
22,0.03559694294722713,2.939659535884857,0.6590795135910128
23,0.033380968391667216,2.899820575714111,0.6614999623816613
24,0.032410015946026056,2.8735128021240235,0.6619531900428014
25,0.03139798660591549,2.9228410840034487,0.6624126893176858
26,0.030543786654134795,3.0584999704360962,0.6604637511077742
27,0.02963660023536305,3.179489073753357,0.6610585030843439
28,0.028917317007839376,3.2174925899505613,0.6614601803875887
29,0.028556156371320997,3.3811029028892516,0.6616165046750079
30,0.028516392822244337,3.410368733406067,0.6608461904155604
