epoch,train_loss,val_loss,val_score
1,0.15727222083430542,0.14627903948227564,0.5665268204974528
2,0.15071226146660352,0.14168178538481394,0.5196997588367083
3,0.15309369916978635,0.14377389351526895,0.7698513777701672
4,0.13886005745122307,0.12452674222489198,0.7815527919288783
5,0.12492935908468146,0.24977346820135912,0.7569709034347931
6,0.11378163765919835,0.15281283358732858,0.7486086733164947
7,0.12151313984864637,0.162622494623065,0.7719080440087333
8,0.08607707486340874,0.1862469737728437,0.8168140045949456
9,0.0448915225110556,0.47970423102378845,0.8348959002240393
10,0.02936736366858608,0.7145094613855084,0.7831884926580761
11,0.02333732753207809,0.5218211916120102,0.7242229975598271
12,0.020462800350383316,1.1396807630856831,0.6001630349472723
13,0.022447520768956133,0.6567685703436533,0.6921118912053883
14,0.016666487141169216,1.0518452028433483,0.6064578963140546
15,0.016086141238797848,1.0981181890238076,0.7312099547640452
16,0.01650329904728814,1.4926649928092957,0.7190215762661073
17,0.014977460665824381,1.8471144040425618,0.6782735419609858
18,0.014032720523812858,2.076263904571533,0.6887816259257673
19,0.01288304564322492,2.117837429046631,0.6976593604178261
20,0.01560409962181247,1.9803154468536377,0.6406203176505845
21,0.014836877590584519,1.7171018520991008,0.6808867388729541
22,0.01348324227882059,1.3477495362361271,0.7293387987499464
23,0.01330224398866688,1.3577218353748322,0.6197593361587967
24,0.012515991734720669,2.0051056146621704,0.5937825534768897
