epoch,train_loss,val_loss,val_score
1,0.26041078567504883,0.2737730836868286,0.675438744031568
2,0.24217963385946897,0.27352614820003507,0.7048289250182839
3,0.2147129857722594,0.2635845559835434,0.7141009213026233
4,0.18865667389971869,0.2722461760044098,0.7235930536514767
5,0.16644584623222447,0.3524878460168839,0.7108188066119271
6,0.14684220616306579,0.5873243153095246,0.7065593339390777
7,0.12757926327841623,0.5965533936023713,0.6926528623647141
8,0.11690622838023974,0.724907774925232,0.6829606060039053
9,0.10429966233062501,0.9358086520433426,0.6871584705438271
10,0.09364961682609757,1.4129731786251067,0.6689663236081151
11,0.08688976108191573,1.2786877685785294,0.6699471396250712
12,0.07789682342233706,1.5347600531578065,0.6677997822026348
13,0.07103165166870672,1.51896097779274,0.6671667823248618
14,0.06569296464666116,1.968156545162201,0.6563872389403316
15,0.06039822735462566,1.8043083763122558,0.6685147244646245
16,0.055613980048849265,2.0216881012916565,0.658938529580579
17,0.053539460971571355,2.3864703929424285,0.6650734446472811
18,0.04884273660540277,2.617092854976654,0.6612058655595824
19,0.04546361978222825,2.385450954437256,0.6601993161994727
20,0.043473807382112255,2.742535448074341,0.6638972159446151
21,0.04084892808554732,2.9554067611694337,0.6646482486973627
22,0.03789653207118414,2.853129963874817,0.6616506719376781
23,0.036320188633945524,3.0091745615005494,0.6595812711791947
24,0.03501765357748586,3.068274657726288,0.6631080158306234
25,0.03410666050123317,3.30860671043396,0.6647332723941057
26,0.03237556152482878,3.017173852920532,0.6639529454102734
27,0.03225601690213139,3.438071744441986,0.6639850982776216
28,0.031562935233078133,3.2157876873016358,0.6633996864592356
29,0.03127267567098749,3.146192202568054,0.6628056820988292
30,0.03125122566802465,3.3724662256240845,0.6623276661719221
